customer_id,name,gender,age,occupation,income,region,branch,balance,credit_score,customer_since,email,phone,is_active,risk_level,churn_score,clv_score,segment
CUST98018,Customer Name 18,Female,invalid_value,Self-Employed,81381.27,North,Airport Road,87626.52,826,2020-10-15,cust18@email.com,+1-555-0018,1,Medium,0.0,0.0,Regular
CUST98019,Customer Name 19,Female,invalid_value,Retired,81381.27,East,Airport Road,185899.55,578,2022-12-15,cust19@email.com,+1-555-0019,1,High,0.0,0.0,Regular
CUST98020,Customer Name 20,Male,invalid_value,Student,81381.27,West,Airport Road,191175.98,713,2024-09-15,cust20@email.com,+1-555-0020,1,Medium,0.0,0.0,Regular
CUST98021,Customer Name 21,Male,47.0,Government,81381.27,West,City Center,190678.97,515,2024-07-15,cust21@email.com,+1-555-0021,1,Medium,0.0,0.0,Regular
CUST98022,Customer Name 22,Female,54.0,Retired,81381.27,West,Tech Park,159548.42,643,2024-03-15,cust22@email.com,+1-555-0022,1,High,0.0,0.0,Regular
CUST98023,Customer Name 23,Male,56.0,Unemployed,10238.49,South,Tech Park,47805.7,398,2021-10-15,cust23@email.com,+1-555-0023,1,Low,0.0,0.0,Regular
CUST98024,Customer Name 24,Female,24.0,Retired,119217.89,West,Mall Road,156604.68,476,2020-02-15,cust24@email.com,+1-555-0024,1,Medium,0.0,0.0,Regular
CUST98025,Customer Name 25,Male,52.0,Professional,14112.09,East,City Center,175827.43,529,2023-10-15,cust25@email.com,+1-555-0025,1,Low,0.0,0.0,Regular
CUST98026,Customer Name 26,Male,30.0,Government,44531.26,South,Tech Park,129960.72,725,2021-02-15,cust26@email.com,+1-555-0026,1,Low,0.0,0.0,Regular
CUST98027,Customer Name 27,Male,50.0,Professional,120846.22,East,Tech Park,53903.86,522,2020-04-15,cust27@email.com,+1-555-0027,1,Medium,0.0,0.0,Regular
CUST98028,Customer Name 28,Female,66.0,Retired,62627.85,North,Station Area,168842.92,622,2021-04-15,cust28@email.com,+1-555-0028,1,High,0.0,0.0,Regular
CUST98029,Customer Name 29,Female,24.0,Retired,103340.63,East,Mall Road,173647.46,324,2024-06-15,cust29@email.com,+1-555-0029,1,Medium,0.0,0.0,Regular
CUST98030,Customer Name 30,Female,25.0,Self-Employed,98091.15,North,Station Area,83090.77,705,2022-04-15,cust30@email.com,+1-555-0030,1,Medium,0.0,0.0,Regular
CUST98031,Customer Name 31,Male,20.0,Unemployed,100853.98,West,Airport Road,46616.15,481,2024-07-15,cust31@email.com,+1-555-0031,1,Low,0.0,0.0,Regular
CUST98032,Customer Name 32,Female,70.0,Unemployed,63774.81,South,Mall Road,183356.91,625,2020-06-15,cust32@email.com,+1-555-0032,1,Low,0.0,0.0,Regular
CUST98033,Customer Name 33,Male,48.0,Unemployed,127846.76,East,City Center,107400.93,834,2022-08-15,cust33@email.com,+1-555-0033,1,Low,0.0,0.0,Regular
CUST98034,Customer Name 34,Female,24.0,Professional,77940.31,Central,Station Area,65546.96,561,2020-07-15,cust34@email.com,+1-555-0034,1,High,0.0,0.0,Regular
CUST98035,Customer Name 35,Male,75.0,Professional,94055.09,East,City Center,196234.9,325,2023-12-15,cust35@email.com,+1-555-0035,1,Medium,0.0,0.0,Regular
CUST98036,Customer Name 36,Female,44.0,Retired,120377.36,South,Airport Road,54397.75,577,2020-05-15,cust36@email.com,+1-555-0036,1,Medium,0.0,0.0,Regular
CUST98037,Customer Name 37,Female,20.0,Professional,132105.34,Central,Station Area,117500.66,417,2024-06-15,cust37@email.com,+1-555-0037,1,Low,0.0,0.0,Regular
CUST98038,Customer Name 38,Male,43.0,Government,38017.8,South,Tech Park,29653.36,697,2022-03-15,cust38@email.com,+1-555-0038,1,High,0.0,0.0,Regular
CUST98039,Customer Name 39,Male,62.0,Student,65103.34,West,Tech Park,160662.99,541,2021-11-15,cust39@email.com,+1-555-0039,1,High,0.0,0.0,Regular
CUST98040,Customer Name 40,Female,48.0,Government,59436.24,North,City Center,97884.39,403,2020-06-15,cust40@email.com,+1-555-0040,1,Medium,0.0,0.0,Regular
CUST98041,Customer Name 41,Female,52.0,Retired,48913.03,West,Mall Road,145864.89,354,2020-09-15,cust41@email.com,+1-555-0041,1,Medium,0.0,0.0,Regular
CUST98042,Customer Name 42,Male,26.0,Self-Employed,71221.92,West,Tech Park,41625.22,650,2022-02-15,cust42@email.com,+1-555-0042,1,Medium,0.0,0.0,Regular
CUST98043,Customer Name 43,Male,51.0,Unemployed,16420.35,South,Tech Park,138682.16,668,2024-11-15,cust43@email.com,+1-555-0043,1,Medium,0.0,0.0,Regular
CUST98044,Customer Name 44,Female,43.0,Self-Employed,69603.28,West,Station Area,149190.66,404,2021-05-15,cust44@email.com,+1-555-0044,1,Medium,0.0,0.0,Regular
CUST98045,Customer Name 45,Female,77.0,Self-Employed,56396.73,North,Mall Road,130514.07,646,2020-04-15,cust45@email.com,+1-555-0045,1,High,0.0,0.0,Regular
CUST98046,Customer Name 46,Male,54.0,Self-Employed,83292.64,North,Mall Road,199261.81,814,2020-02-15,cust46@email.com,+1-555-0046,1,Low,0.0,0.0,Regular
CUST98047,Customer Name 47,Male,57.0,Self-Employed,94828.35,West,Airport Road,33612.89,820,2020-05-15,cust47@email.com,+1-555-0047,1,Medium,0.0,0.0,Regular
CUST98048,Customer Name 48,Female,49.0,Government,22738.84,Central,Station Area,30619.45,636,2022-10-15,cust48@email.com,+1-555-0048,1,Low,0.0,0.0,Regular
CUST98049,Customer Name 49,Male,61.0,Student,67780.13,South,Station Area,98308.05,773,2023-12-15,cust49@email.com,+1-555-0049,1,Low,0.0,0.0,Regular
CUST98050,Customer Name 50,Male,62.0,Retired,148928.03,West,Mall Road,105450.6,712,2024-06-15,cust50@email.com,+1-555-0050,1,Low,0.0,0.0,Regular
CUST98051,Customer Name 51,Male,66.0,Retired,95934.09,South,Station Area,116292.13,624,2021-09-15,cust51@email.com,+1-555-0051,1,Medium,0.0,0.0,Regular
CUST98052,Customer Name 52,Male,37.0,Self-Employed,38277.62,Central,City Center,162667.96,807,2021-06-15,cust52@email.com,+1-555-0052,1,Low,0.0,0.0,Regular
CUST98053,Customer Name 53,Female,58.0,Government,98293.72,Central,Tech Park,115381.82,337,2020-09-15,cust53@email.com,+1-555-0053,1,Low,0.0,0.0,Regular
CUST98054,Customer Name 54,Female,71.0,Professional,41082.89,Central,Tech Park,12389.02,326,2022-03-15,cust54@email.com,+1-555-0054,1,Low,0.0,0.0,Regular
CUST98055,Customer Name 55,Male,35.0,Unemployed,83815.5,North,City Center,188361.58,830,2023-08-15,cust55@email.com,+1-555-0055,1,Medium,0.0,0.0,Regular
CUST98056,Customer Name 56,Female,59.0,Retired,145253.08,West,Mall Road,87148.99,667,2022-12-15,cust56@email.com,+1-555-0056,1,Low,0.0,0.0,Regular
CUST98057,Customer Name 57,Male,40.0,Government,36089.25,Central,Station Area,29176.99,626,2020-08-15,cust57@email.com,+1-555-0057,1,High,0.0,0.0,Regular
CUST98058,Customer Name 58,Male,63.0,Professional,132583.94,East,City Center,117794.91,449,2021-09-15,cust58@email.com,+1-555-0058,1,High,0.0,0.0,Regular
CUST98059,Customer Name 59,Female,67.0,Unemployed,40469.85,Central,Station Area,8738.41,559,2022-11-15,cust59@email.com,+1-555-0059,1,Medium,0.0,0.0,Regular
CUST98060,Customer Name 60,Female,40.0,Retired,131945.36,East,Tech Park,172075.71,398,2024-06-15,cust60@email.com,+1-555-0060,1,Low,0.0,0.0,Regular
CUST98061,Customer Name 61,Male,28.0,Unemployed,55311.62,North,Mall Road,50493.25,716,2024-02-15,cust61@email.com,+1-555-0061,1,Medium,0.0,0.0,Regular
CUST98062,Customer Name 62,Female,53.0,Retired,86302.11,North,Tech Park,44465.14,401,2023-11-15,cust62@email.com,+1-555-0062,1,Medium,0.0,0.0,Regular
CUST98063,Customer Name 63,Male,65.0,Government,34350.41,North,Mall Road,46427.13,815,2024-08-15,cust63@email.com,+1-555-0063,1,High,0.0,0.0,Regular
CUST98064,Customer Name 64,Female,75.0,Student,92774.05,East,Airport Road,113695.04,718,2022-12-15,cust64@email.com,+1-555-0064,1,Medium,0.0,0.0,Regular
CUST98065,Customer Name 65,Male,27.0,Self-Employed,111819.35,East,Airport Road,76341.0,422,2022-04-15,cust65@email.com,+1-555-0065,1,High,0.0,0.0,Regular
CUST98066,Customer Name 66,Female,63.0,Retired,14525.7,North,City Center,101728.64,668,2022-07-15,cust66@email.com,+1-555-0066,1,Low,0.0,0.0,Regular
CUST98067,Customer Name 67,Female,22.0,Self-Employed,142275.15,North,Airport Road,180581.79,788,2023-10-15,cust67@email.com,+1-555-0067,1,Low,0.0,0.0,Regular
CUST98068,Customer Name 68,Male,47.0,Unemployed,52575.33,North,Tech Park,2039.08,560,2021-04-15,cust68@email.com,+1-555-0068,1,Medium,0.0,0.0,Regular
CUST98069,Customer Name 69,Female,37.0,Unemployed,100709.37,West,Tech Park,43773.02,383,2022-07-15,cust69@email.com,+1-555-0069,1,High,0.0,0.0,Regular
CUST98070,Customer Name 70,Male,76.0,Student,94782.25,North,Station Area,182051.93,829,2024-06-15,cust70@email.com,+1-555-0070,1,Low,0.0,0.0,Regular
CUST98071,Customer Name 71,Male,75.0,Professional,107948.56,North,Mall Road,68622.85,693,2023-12-15,cust71@email.com,+1-555-0071,1,Low,0.0,0.0,Regular
CUST98072,Customer Name 72,Female,52.0,Self-Employed,110638.0,East,Tech Park,151027.34,750,2020-10-15,cust72@email.com,+1-555-0072,1,Low,0.0,0.0,Regular
CUST98073,Customer Name 73,Female,75.0,Student,62663.58,West,Airport Road,147713.85,849,2021-09-15,cust73@email.com,+1-555-0073,1,Medium,0.0,0.0,Regular
CUST98074,Customer Name 74,Female,41.0,Student,148306.2,East,Tech Park,115362.74,673,2021-02-15,cust74@email.com,+1-555-0074,1,Low,0.0,0.0,Regular
CUST98075,Customer Name 75,Female,42.0,Unemployed,145867.98,East,Airport Road,86187.44,676,2021-11-15,cust75@email.com,+1-555-0075,1,Low,0.0,0.0,Regular
CUST98076,Customer Name 76,Male,79.0,Professional,123401.66,Central,Station Area,153955.77,474,2024-09-15,cust76@email.com,+1-555-0076,1,High,0.0,0.0,Regular
CUST98077,Customer Name 77,Male,44.0,Professional,18381.8,North,City Center,59913.72,685,2021-10-15,cust77@email.com,+1-555-0077,1,Low,0.0,0.0,Regular
CUST98078,Customer Name 78,Male,61.0,Student,49425.28,Central,Mall Road,142717.39,567,2023-10-15,cust78@email.com,+1-555-0078,1,High,0.0,0.0,Regular
CUST98079,Customer Name 79,Female,51.0,Government,62758.34,South,City Center,77777.61,391,2020-02-15,cust79@email.com,+1-555-0079,1,Medium,0.0,0.0,Regular
CUST98080,Customer Name 80,Female,40.0,Retired,43031.16,West,City Center,196594.75,623,2023-07-15,cust80@email.com,+1-555-0080,1,Low,0.0,0.0,Regular
CUST98081,Customer Name 81,Male,21.0,Government,132855.4,West,Mall Road,104419.9,629,2023-11-15,cust81@email.com,+1-555-0081,1,Medium,0.0,0.0,Regular
CUST98082,Customer Name 82,Male,76.0,Student,19328.07,West,Tech Park,10338.93,338,2022-02-15,cust82@email.com,+1-555-0082,1,Low,0.0,0.0,Regular
CUST98083,Customer Name 83,Male,23.0,Self-Employed,121003.43,East,Station Area,187465.48,487,2023-01-15,cust83@email.com,+1-555-0083,1,High,0.0,0.0,Regular
CUST98084,Customer Name 84,Female,60.0,Unemployed,132870.44,South,Airport Road,14102.89,651,2024-01-15,cust84@email.com,+1-555-0084,1,Medium,0.0,0.0,Regular
CUST98085,Customer Name 85,Male,27.0,Retired,86682.2,South,Airport Road,186785.13,406,2024-09-15,cust85@email.com,+1-555-0085,1,Medium,0.0,0.0,Regular
CUST98086,Customer Name 86,Male,27.0,Professional,37752.55,South,Airport Road,192014.28,647,2022-09-15,cust86@email.com,+1-555-0086,1,Low,0.0,0.0,Regular
CUST98087,Customer Name 87,Male,61.0,Self-Employed,51149.33,West,Airport Road,112225.36,434,2022-10-15,cust87@email.com,+1-555-0087,1,Medium,0.0,0.0,Regular
CUST98088,Customer Name 88,Male,78.0,Professional,120479.73,South,City Center,165481.09,843,2024-11-15,cust88@email.com,+1-555-0088,1,Medium,0.0,0.0,Regular
CUST98089,Customer Name 89,Female,39.0,Student,28307.53,East,Station Area,79901.75,468,2021-02-15,cust89@email.com,+1-555-0089,1,Low,0.0,0.0,Regular
CUST98090,Customer Name 90,Female,65.0,Retired,129315.25,South,Mall Road,84789.77,625,2022-06-15,cust90@email.com,+1-555-0090,1,High,0.0,0.0,Regular
CUST98091,Customer Name 91,Female,43.0,Retired,74587.1,North,Station Area,116851.81,606,2023-11-15,cust91@email.com,+1-555-0091,1,Low,0.0,0.0,Regular
CUST98092,Customer Name 92,Male,60.0,Student,90924.01,West,Station Area,4439.99,452,2022-11-15,cust92@email.com,+1-555-0092,1,High,0.0,0.0,Regular
CUST98093,Customer Name 93,Female,66.0,Retired,74273.83,South,Mall Road,110069.28,374,2021-10-15,cust93@email.com,+1-555-0093,1,Low,0.0,0.0,Regular
CUST98094,Customer Name 94,Male,74.0,Retired,105199.46,West,Mall Road,133339.53,450,2020-03-15,cust94@email.com,+1-555-0094,1,Medium,0.0,0.0,Regular
CUST98095,Customer Name 95,Female,41.0,Professional,76070.24,North,Station Area,126507.03,824,2021-08-15,cust95@email.com,+1-555-0095,1,Medium,0.0,0.0,Regular
CUST98096,Customer Name 96,Female,22.0,Government,54400.14,South,Tech Park,11148.51,630,2022-11-15,cust96@email.com,+1-555-0096,1,Low,0.0,0.0,Regular
CUST98097,Customer Name 97,Male,34.0,Retired,114155.79,North,Station Area,74539.44,801,2022-07-15,cust97@email.com,+1-555-0097,1,Medium,0.0,0.0,Regular
CUST98098,Customer Name 98,Female,60.0,Unemployed,126369.31,West,Tech Park,171886.9,591,2021-09-15,cust98@email.com,+1-555-0098,1,High,0.0,0.0,Regular
CUST98099,Customer Name 99,Male,49.0,Self-Employed,133678.69,South,Tech Park,74408.17,505,2021-09-15,cust99@email.com,+1-555-0099,1,Low,0.0,0.0,Regular
CUST98100,Customer Name 100,Male,48.0,Government,112160.31,West,Mall Road,193161.39,346,2021-04-15,cust100@email.com,+1-555-0100,1,High,0.0,0.0,Regular
CUST98101,Customer Name 101,Male,74.0,Professional,148117.9,Central,Tech Park,33391.19,474,2023-06-15,cust101@email.com,+1-555-0101,1,Medium,0.0,0.0,Regular
CUST98102,Customer Name 102,Female,18.0,Student,119111.88,Central,Airport Road,91826.98,701,2021-10-15,cust102@email.com,+1-555-0102,1,Medium,0.0,0.0,Regular
CUST98103,Customer Name 103,Male,18.0,Unemployed,67565.55,North,City Center,172246.67,792,2023-05-15,cust103@email.com,+1-555-0103,1,Low,0.0,0.0,Regular
CUST98104,Customer Name 104,Female,57.0,Student,12634.32,Central,Station Area,185761.98,594,2024-03-15,cust104@email.com,+1-555-0104,1,Medium,0.0,0.0,Regular
CUST98105,Customer Name 105,Female,69.0,Self-Employed,91547.97,South,Tech Park,161347.31,790,2022-02-15,cust105@email.com,+1-555-0105,1,High,0.0,0.0,Regular
CUST98106,Customer Name 106,Male,48.0,Self-Employed,13927.85,South,City Center,91569.89,774,2022-02-15,cust106@email.com,+1-555-0106,1,High,0.0,0.0,Regular
CUST98107,Customer Name 107,Female,63.0,Government,55366.39,South,City Center,163005.32,389,2021-03-15,cust107@email.com,+1-555-0107,1,Medium,0.0,0.0,Regular
CUST98108,Customer Name 108,Male,71.0,Self-Employed,99193.65,East,Tech Park,92045.34,503,2020-03-15,cust108@email.com,+1-555-0108,1,High,0.0,0.0,Regular
CUST98109,Customer Name 109,Female,73.0,Professional,139350.94,Central,Station Area,29271.11,760,2020-05-15,cust109@email.com,+1-555-0109,1,Low,0.0,0.0,Regular
CUST98110,Customer Name 110,Female,70.0,Self-Employed,60164.47,East,City Center,124753.35,366,2024-04-15,cust110@email.com,+1-555-0110,1,Medium,0.0,0.0,Regular
CUST98111,Customer Name 111,Female,78.0,Unemployed,50728.76,North,City Center,114321.76,795,2020-07-15,cust111@email.com,+1-555-0111,1,High,0.0,0.0,Regular
CUST98112,Customer Name 112,Male,75.0,Government,120924.38,North,Tech Park,69314.97,813,2020-06-15,cust112@email.com,+1-555-0112,1,Low,0.0,0.0,Regular
CUST98113,Customer Name 113,Male,69.0,Professional,120530.44,East,Tech Park,169487.88,682,2020-11-15,cust113@email.com,+1-555-0113,1,Medium,0.0,0.0,Regular
CUST98114,Customer Name 114,Female,41.0,Unemployed,44749.07,West,Station Area,11575.05,799,2024-01-15,cust114@email.com,+1-555-0114,1,Medium,0.0,0.0,Regular
CUST98115,Customer Name 115,Female,71.0,Unemployed,43796.93,East,Station Area,103184.18,742,2021-06-15,cust115@email.com,+1-555-0115,1,Medium,0.0,0.0,Regular
CUST98116,Customer Name 116,Male,30.0,Professional,69258.42,West,Mall Road,26416.05,482,2023-01-15,cust116@email.com,+1-555-0116,1,High,0.0,0.0,Regular
CUST98117,Customer Name 117,Female,22.0,Retired,65510.47,West,Mall Road,92482.44,804,2022-05-15,cust117@email.com,+1-555-0117,1,High,0.0,0.0,Regular
CUST98118,Customer Name 118,Male,25.0,Professional,81941.39,Central,Tech Park,6524.64,534,2021-12-15,cust118@email.com,+1-555-0118,1,Low,0.0,0.0,Regular
CUST98119,Customer Name 119,Female,20.0,Retired,71668.59,East,Mall Road,80234.25,676,2023-06-15,cust119@email.com,+1-555-0119,1,Low,0.0,0.0,Regular
CUST98120,Customer Name 120,Male,77.0,Government,58333.4,North,Station Area,108887.69,453,2024-12-15,cust120@email.com,+1-555-0120,1,Medium,0.0,0.0,Regular
CUST98121,Customer Name 121,Male,27.0,Retired,10042.15,North,Airport Road,134456.26,723,2024-04-15,cust121@email.com,+1-555-0121,1,High,0.0,0.0,Regular
CUST98122,Customer Name 122,Female,21.0,Professional,48256.28,West,Mall Road,198892.77,457,2020-04-15,cust122@email.com,+1-555-0122,1,Medium,0.0,0.0,Regular
CUST98123,Customer Name 123,Female,34.0,Unemployed,14458.85,North,Mall Road,105834.14,805,2021-12-15,cust123@email.com,+1-555-0123,1,High,0.0,0.0,Regular
CUST98124,Customer Name 124,Male,68.0,Government,47058.18,West,Station Area,120474.72,848,2023-07-15,cust124@email.com,+1-555-0124,1,High,0.0,0.0,Regular
CUST98125,Customer Name 125,Male,23.0,Retired,73958.7,North,City Center,91651.97,685,2020-08-15,cust125@email.com,+1-555-0125,1,Medium,0.0,0.0,Regular
CUST98126,Customer Name 126,Female,49.0,Unemployed,123903.19,West,City Center,140221.47,357,2024-05-15,cust126@email.com,+1-555-0126,1,Medium,0.0,0.0,Regular
CUST98127,Customer Name 127,Male,22.0,Professional,51167.18,South,Tech Park,15868.66,640,2022-03-15,cust127@email.com,+1-555-0127,1,Low,0.0,0.0,Regular
CUST98128,Customer Name 128,Female,35.0,Unemployed,99991.89,West,Airport Road,57974.55,471,2021-03-15,cust128@email.com,+1-555-0128,1,High,0.0,0.0,Regular
CUST98129,Customer Name 129,Female,35.0,Retired,38095.88,North,Airport Road,130635.39,709,2020-09-15,cust129@email.com,+1-555-0129,1,Low,0.0,0.0,Regular
CUST98130,Customer Name 130,Male,70.0,Professional,61419.1,East,Mall Road,167426.68,788,2020-01-15,cust130@email.com,+1-555-0130,1,High,0.0,0.0,Regular
CUST98131,Customer Name 131,Male,69.0,Retired,10449.49,Central,City Center,56085.09,337,2020-10-15,cust131@email.com,+1-555-0131,1,High,0.0,0.0,Regular
CUST98132,Customer Name 132,Female,49.0,Unemployed,125045.47,East,City Center,163030.25,473,2022-07-15,cust132@email.com,+1-555-0132,1,Low,0.0,0.0,Regular
CUST98133,Customer Name 133,Female,42.0,Professional,117274.32,North,Mall Road,4223.07,841,2021-07-15,cust133@email.com,+1-555-0133,1,Low,0.0,0.0,Regular
CUST98134,Customer Name 134,Female,22.0,Professional,85794.21,West,Mall Road,163374.02,609,2022-01-15,cust134@email.com,+1-555-0134,1,Medium,0.0,0.0,Regular
CUST98135,Customer Name 135,Female,67.0,Self-Employed,93584.55,South,City Center,87343.63,555,2020-02-15,cust135@email.com,+1-555-0135,1,Medium,0.0,0.0,Regular
CUST98136,Customer Name 136,Female,78.0,Unemployed,119365.44,South,Airport Road,37469.64,510,2020-11-15,cust136@email.com,+1-555-0136,1,High,0.0,0.0,Regular
CUST98137,Customer Name 137,Female,18.0,Student,71788.57,East,City Center,182687.55,336,2021-12-15,cust137@email.com,+1-555-0137,1,Low,0.0,0.0,Regular
CUST98138,Customer Name 138,Female,71.0,Government,17879.77,North,City Center,109554.09,546,2022-04-15,cust138@email.com,+1-555-0138,1,Medium,0.0,0.0,Regular
CUST98139,Customer Name 139,Female,19.0,Student,36696.59,East,Station Area,38981.48,811,2022-12-15,cust139@email.com,+1-555-0139,1,Low,0.0,0.0,Regular
CUST98140,Customer Name 140,Male,21.0,Unemployed,119989.02,East,Airport Road,194112.04,434,2020-09-15,cust140@email.com,+1-555-0140,1,Medium,0.0,0.0,Regular
CUST98141,Customer Name 141,Male,61.0,Retired,35200.32,Central,Airport Road,195911.22,460,2024-12-15,cust141@email.com,+1-555-0141,1,Low,0.0,0.0,Regular
CUST98142,Customer Name 142,Male,34.0,Self-Employed,44097.96,West,Station Area,86908.06,566,2020-05-15,cust142@email.com,+1-555-0142,1,High,0.0,0.0,Regular
CUST98143,Customer Name 143,Male,27.0,Student,127144.03,West,Station Area,117116.6,842,2020-06-15,cust143@email.com,+1-555-0143,1,Medium,0.0,0.0,Regular
CUST98144,Customer Name 144,Male,38.0,Student,119154.01,South,Tech Park,166922.24,501,2021-07-15,cust144@email.com,+1-555-0144,1,High,0.0,0.0,Regular
CUST98145,Customer Name 145,Female,61.0,Government,103281.59,South,Tech Park,96574.82,520,2022-10-15,cust145@email.com,+1-555-0145,1,High,0.0,0.0,Regular
CUST98146,Customer Name 146,Female,64.0,Retired,106573.47,South,Mall Road,162560.94,724,2022-07-15,cust146@email.com,+1-555-0146,1,High,0.0,0.0,Regular
CUST98147,Customer Name 147,Male,72.0,Government,64087.77,South,City Center,34613.51,570,2021-05-15,cust147@email.com,+1-555-0147,1,Medium,0.0,0.0,Regular
CUST98148,Customer Name 148,Male,60.0,Student,64378.27,North,City Center,115603.84,831,2020-06-15,cust148@email.com,+1-555-0148,1,Low,0.0,0.0,Regular
CUST98149,Customer Name 149,Female,58.0,Unemployed,139298.87,North,City Center,178511.47,622,2022-10-15,cust149@email.com,+1-555-0149,1,High,0.0,0.0,Regular
CUST98150,Customer Name 150,Male,22.0,Government,65046.09,Central,Station Area,75447.16,311,2024-01-15,cust150@email.com,+1-555-0150,1,High,0.0,0.0,Regular
CUST98151,Customer Name 151,Female,57.0,Government,17906.48,East,Airport Road,57953.94,563,2020-02-15,cust151@email.com,+1-555-0151,1,Medium,0.0,0.0,Regular
CUST98152,Customer Name 152,Male,66.0,Professional,15603.74,North,Mall Road,111939.78,615,2021-04-15,cust152@email.com,+1-555-0152,1,Medium,0.0,0.0,Regular
CUST98153,Customer Name 153,Male,79.0,Professional,148094.73,East,Tech Park,13223.13,673,2024-12-15,cust153@email.com,+1-555-0153,1,High,0.0,0.0,Regular
CUST98154,Customer Name 154,Female,73.0,Student,85417.37,East,Tech Park,87.58,673,2023-08-15,cust154@email.com,+1-555-0154,1,High,0.0,0.0,Regular
CUST98155,Customer Name 155,Male,55.0,Government,148896.35,West,Tech Park,97090.22,670,2023-04-15,cust155@email.com,+1-555-0155,1,Low,0.0,0.0,Regular
CUST98156,Customer Name 156,Female,68.0,Unemployed,127638.51,Central,Tech Park,127767.76,698,2020-06-15,cust156@email.com,+1-555-0156,1,Low,0.0,0.0,Regular
CUST98157,Customer Name 157,Female,25.0,Professional,40238.64,South,Station Area,132583.27,439,2021-10-15,cust157@email.com,+1-555-0157,1,Low,0.0,0.0,Regular
CUST98158,Customer Name 158,Male,50.0,Retired,53455.46,West,Airport Road,57365.48,698,2023-12-15,cust158@email.com,+1-555-0158,1,High,0.0,0.0,Regular
CUST98159,Customer Name 159,Female,48.0,Retired,91842.28,North,City Center,77385.99,388,2021-07-15,cust159@email.com,+1-555-0159,1,Low,0.0,0.0,Regular
CUST98160,Customer Name 160,Male,59.0,Unemployed,106615.15,East,Station Area,119119.2,766,2023-03-15,cust160@email.com,+1-555-0160,1,Low,0.0,0.0,Regular
CUST98161,Customer Name 161,Male,51.0,Unemployed,40576.5,South,Mall Road,93509.22,640,2024-12-15,cust161@email.com,+1-555-0161,1,Low,0.0,0.0,Regular
CUST98162,Customer Name 162,Male,56.0,Professional,17971.42,West,Airport Road,123851.04,751,2023-07-15,cust162@email.com,+1-555-0162,1,Medium,0.0,0.0,Regular
CUST98163,Customer Name 163,Male,29.0,Government,139247.52,North,City Center,177423.71,554,2023-12-15,cust163@email.com,+1-555-0163,1,Low,0.0,0.0,Regular
